Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
1.06681,99.7789993,1.68522,236.0870056,36.8432007,5.0352302,0.972679,89.4717026,1.32139,204.7480011,32.8479004,3.21404,162.7460022,64.6773987,20.0471992,146.2120056,80.615799,17.3686008,11.3
0.940812,76.6356964,1.70814,232.7749939,25.9507008,2.9874799,0.739496,92.9738007,1.3247401,217.7619934,36.7932014,3.2913499,166.4609985,58.0786018,20.4165993,153.0149994,69.9845963,20.9242001,0.0
0.808898,148.0839996,1.36154,252.3529968,64.3989029,7.0517702,0.882077,121.4280014,1.53593,181.8800049,57.4715996,3.6924801,169.5679932,37.0410004,16.3882008,142.7339935,48.2196999,15.7976999,33.8
0.851081,90.1737976,1.61621,235.3119965,33.9029999,3.4358001,0.719121,89.3729019,1.3175,212.5169983,37.0102005,3.2107699,163.3280029,58.7532997,19.8171997,152.9700012,70.5254974,20.8325005,11.3
1.3366801,84.9236984,1.7315201,233.9790039,28.1112995,5.2600298,1.13999,125.4840012,1.34149,214.3309937,45.7408981,3.9749899,179.3300018,53.0096016,20.1303005,153.2920074,62.1385994,19.8446007,0.0
1.16167,44.9990005,1.73317,229.7350006,10.8191004,2.5267999,0.849888,98.2791977,1.32715,230.4989929,36.2989998,3.4600699,168.7380066,57.7639999,20.4055996,153.2290039,70.3150024,21.2999992,11.3
0.95892,170.8739929,1.35827,248.7019958,73.6227036,8.4611702,1.10453,141.8880005,1.51516,176.7980042,63.3168983,4.0441298,180.401001,34.1040001,16.7756004,143.2539978,44.4118004,15.7135,0.0
0.612862,109.9980011,1.48052,254.0930023,43.9962006,4.3302999,0.653431,93.6266022,1.44145,199.4089966,41.8199997,3.2267499,164.9210052,52.4401016,19.2026005,151.8730011,63.6375999,19.4244003,0.0
0.820834,148.6690063,1.36253,252.3919983,64.6757965,7.1059098,0.901491,122.7229996,1.53615,181.9720001,57.7569008,3.72365,170.3430023,37.2625008,16.4085999,143.0859985,48.2052994,15.9012003,33.8
0.717542,104.2220001,1.52073,237.977005,41.8987999,4.70087,0.744197,92.4421005,1.3117,205.1419983,38.0074997,3.1336501,158.3789978,58.2844009,19.4699001,152.1759949,68.8986969,18.8418999,33.8
0.765499,96.245903,1.57575,236.6419983,35.8633003,3.4911699,0.693353,94.2226028,1.31554,212.2669983,38.1618004,3.2186899,173.2740021,57.4122009,19.8752995,158.4649963,68.4978027,21.5121994,0.0
0.513353,126.6959991,1.30744,251.0529938,49.6433983,4.9953899,0.780101,94.8612976,1.51094,180.1549988,45.6292992,3.1998301,182.7310028,41.5429001,16.9060993,150.7420044,52.3205986,17.0144997,0.0
0.733046,102.0699997,1.53973,264.7430115,39.1617012,4.4775901,0.781085,94.2241974,1.26986,206.1190033,38.6940994,3.14308,159.1419983,57.3330994,19.9785004,149.427002,68.3006973,18.5851002,33.8
0.719786,148.8309937,1.3365099,249.0639954,75.2465973,8.9607296,0.832269,116.9290009,1.51683,171.2980042,61.4973984,4.0015402,191.6199951,33.7304001,16.9561996,143.9470062,44.2053986,16.3362999,33.8
0.874627,84.867897,1.61129,234.9120026,31.0935993,3.2788899,0.723585,91.2725983,1.31762,214.9649963,36.9976997,3.25665,166.0140076,58.3792992,19.8003006,154.3320007,70.0934982,21.0979004,11.3
0.867391,107.4980011,1.64959,239.128006,42.5858994,4.9762001,0.836607,89.4702988,1.34086,204.3809967,34.9726982,3.1237299,156.3540039,61.7751999,19.9374008,145.7369995,76.1660995,17.5762005,22.5
0.56642,121.0960007,1.3229001,249.8450012,48.7136002,4.8540201,0.717712,96.0494995,1.51441,184.6730042,46.4808998,3.1661601,168.9660034,42.3100014,16.9564991,145.7129974,53.2178001,16.5359993,0.0
0.5498,118.189003,1.3180799,250.4450073,51.3410988,4.6287398,0.723468,90.1481018,1.51562,187.3240051,47.240799,3.3257501,172.6150055,44.9308014,17.1233997,148.477005,57.5615005,17.8731995,0.0
0.611322,122.1849976,1.32874,249.6179962,51.7139015,4.7083502,0.738869,97.6220016,1.51815,189.2949982,48.2341003,3.32672,164.6150055,44.7137985,17.1492004,145.5500031,57.0438004,17.4305992,0.0
