DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,PhosphorusTreatment
256.269989,173.7100067,142.7079926,39.9812012,41.1815987,3.1577301,275.1130066,190.227005,156.0639954,37.6890984,43.1307983,3.64727,42.4006996,2075.9199219,3.7002599,60.7271996,53.9948997,1.47938,47.0892982,2093.8100586,4.1291299,50.0526009,52.1665001,1.29182,218.279007,74.9505005,39.4295998,203.3650055,87.3581009,42.3474998,0.0
261.32901,199.4109955,155.1869965,40.6926003,41.6329994,3.1830699,276.3859863,208.1940002,162.5619965,38.1325989,43.5788002,3.65499,47.448101,2094.6298828,4.0827398,61.3242989,59.9373016,2.2184601,51.6921005,2081.6398926,4.9896102,50.2162018,57.4019012,1.4244,219.5529938,84.9964981,39.4681015,219.5579987,92.1434021,42.9202995,0.0
237.1600037,180.1470032,117.1600037,35.0171013,40.2792015,2.9481399,262.4230042,206.3600006,131.3500061,33.9958,43.5998993,3.0109,72.4324036,1942.9599609,5.2016301,64.3236008,63.7942009,4.5976,72.4961014,1996.0600586,5.7308202,51.0287018,65.3071976,2.47929,211.871994,63.4572983,38.5775986,198.1940002,74.6889038,41.2314987,0.0
256.0920105,176.8480072,141.8529968,39.7661018,41.1040993,3.16857,274.9599915,194.3480072,155.8430023,37.6755981,43.2123985,3.4948001,51.8284988,2055.3898926,4.7742801,61.5214996,63.1917,3.12958,51.4347992,2078.1201172,5.4832602,50.1589012,63.7333984,1.66666,219.1329956,75.3883972,39.389801,209.7350006,89.0026016,42.6884995,0.0
257.4360046,179.947998,144.5019989,39.8317986,41.2459984,3.1647301,275.1470032,195.7910004,156.246994,37.6725998,43.2883987,3.4781799,54.1834984,2041.2700195,4.6459498,61.4205017,61.8470993,3.2463901,53.611599,2073.6999512,5.2104301,50.118,63.5178986,1.72672,218.4380035,74.4553986,39.3153992,206.8379974,87.107399,42.4939003,27.0
238.7980042,175.4349976,123.4649963,35.6683006,40.3210983,2.94435,262.2489929,187.9920044,133.375,34.5369987,43.4714012,3.04954,84.1993027,1886.4300537,5.48353,64.3578033,64.1381989,5.4025202,88.3226013,1900.9399414,6.9319301,51.2168999,65.2067032,3.4918201,210.5,63.3451004,38.5125999,198.6759949,69.6580963,41.1796989,0.0
231.0379944,164.1430054,119.1029968,33.8725014,38.5788002,2.9252999,251.3419952,181.3150024,131.2839966,32.3124008,41.1925011,3.04269,74.7434998,1935.0100098,5.13943,61.8072014,63.4015999,4.3922901,74.6919022,1966.0999756,6.07797,49.9208984,64.5807037,2.7172201,211.0010071,65.9048004,37.7322006,195.4400024,80.2444992,41.2840996,27.0
253.302002,169.3899994,135.3739929,39.4995995,40.8264008,3.1661201,274.2080078,187.0090027,152.8190002,37.5340996,42.9888992,3.48558,51.5820007,2054.2600098,4.9454598,61.6295013,64.5266037,3.1684401,51.2308998,2066.8701172,5.75284,50.2025986,63.4093018,1.72269,219.4960022,75.1162033,39.4426994,211.7980042,89.5969009,42.8367996,9.0
234.503006,174.5310059,119.0029984,33.5749016,39.8913002,2.8899,259.9689941,194.4149933,132.3079987,32.1675987,43.2374001,3.0475399,71.3335037,1948.3499756,4.9981399,62.5323982,61.5469017,4.2329402,68.7266998,2004.5300293,5.12219,49.7705994,63.2505989,2.3287799,208.2089996,66.1164017,38.4628983,191.0919952,79.8688965,40.6744003,9.0
256.5100098,178.0090027,143.2830048,39.9628983,41.1912003,3.1556101,275.0880127,193.2929993,156.2599945,37.7034988,43.1417007,3.63047,43.8576012,2070.8999023,3.78968,60.7818985,54.7867012,1.76121,48.4841003,2090.9899902,4.2192302,50.0419998,52.3540993,1.30214,218.102005,75.5074997,39.4147987,203.1300049,87.1498032,42.3274002,0.0
